,state,county,total_population,total_female,total_male,total_one_race_white,percent_female,percent_white,latitude,longitude,num_households,dollar_household_median_income
224,Florida,Palm Beach,1481233,759188,722045,968070,0.5125378654134765,0.653556867825656,26.645763,-80.448673,581119,68874
225,Florida,Pasco,551598,282098,269500,448258,0.5114195482942288,0.8126534178876645,28.302024,-82.455707,217318,58084
226,Florida,Pinellas,957989,495517,462472,751619,0.5172470665112021,0.784579989958131,27.903122,-82.739518,415730,60451
227,Florida,Polk,713148,361902,351246,488583,0.5074710999680291,0.6851074391290447,27.953115,-81.692783,253178,55099
228,Florida,Putnam,73147,36766,36381,55904,0.5026316868771105,0.7642692113142029,29.606006,-81.740894,29174,39975
229,Florida,St. Johns,265724,135687,130037,225524,0.5106313317577637,0.8487152082612034,29.890593,-81.383914,95640,88794
230,Florida,St. Lucie,324599,165216,159383,215702,0.5089849321778563,0.6645183749795902,27.380775,-80.443364,122186,59807
231,Florida,Santa Rosa,184345,89735,94610,154250,0.4867775095608777,0.83674631804497,30.703633,-87.014255,67534,77260
232,Florida,Sarasota,429336,223511,205825,377600,0.5205969217582499,0.8794976428717834,27.184386,-82.365835,193923,69490
233,Florida,Seminole,467382,240140,227242,324313,0.5137981351442718,0.6938927900518206,28.690079,-81.13198,180891,73002
234,Florida,Sumter,127335,64011,63324,112096,0.5026976086700435,0.8803235559743983,28.714294,-82.074715,61441,63323
